用户ID,用户名,用户评论数,注册时间,用户平均评分
0FDxFFTJ6K-j1slywkNPeA,Chelsea,232,2012-07-10 02:32:40,3.98
5hn4BFBJnrqaBiTXC0lWLA,Tracy,120,2012-05-20 03:54:07,3.76
SVO8tY3ryARNFb_bX4VVBg,Sarah,118,2010-10-19 04:19:56,4.51
KZRwEchozo0qeYdWYerCpw,Emilio,138,2010-07-13 17:23:06,3.77
oZr4GjhaGl8vZJbiYYnvtA,Bonnie,84,2011-12-12 01:48:32,4.24
i71NCgfIOahuW58s8cd_KA,Casie,149,2012-02-12 19:43:45,3.88
4UAqdgiCe1jwI1IQl96MIA,Gabriela,573,2008-12-15 22:49:53,3.47
SeTSsi60-5RD4E6Fu_oEBA,Mandy,63,2010-04-30 17:40:30,3.5
Kho08pWNfeGnRbZTnMKy3w,Maddie,794,2013-03-12 18:48:30,4.01
-SO_K8oLVH_9J23z2MtjGg,Katrina,87,2010-08-18 22:08:35,4.29
dhLizr4a2oydrv15y56r0A,Rochelle,212,2012-03-13 01:15:26,4.18
QHQ0y71kVDMBKvrq4OGsQQ,Steven,38,2011-03-20 03:15:42,2.95
tg08cqlDIZGpVVr0jWFAfQ,Nicolle,76,2008-07-06 06:04:04,4.06
MXOikDsbAOtQ9Qsip2SP0Q,Cara,18,2012-01-27 17:01:44,3.58
_NCxQLL8ftTLLwQ7oa9FnQ,Dominique,129,2012-07-16 20:18:35,3.61
XLaO5xmki_wxeIO83E-2Xg,Brandie,188,2010-03-25 04:38:55,4.52
JSzIwMqdSI74_ztnbWzsEA,Gigi,659,2012-06-12 21:27:11,3.5
mltVcS1PFyIBmLXmD1b1ZA,Christina,16,2008-04-23 18:38:32,3.94
fdFgZQQYQJeEAshH4lxSfQ,Brad,528,2010-02-16 02:13:47,4.02
HpBJpfOHz71otlH2KI9rEA,David,21,2012-04-25 18:45:29,4.0
uNZ1xa_-bc6zEugkEI5f8Q,Rep,58,2007-06-07 14:46:41,4.49
ATddJd_j5uInpaBIqluNIA,Rob,46,2012-01-21 20:15:25,3.02
kfkam3BDNPjML-DvzumwFw,Rachael,33,2011-05-08 22:51:39,2.68
Wjia69bHEb7xeWMlxWNPGA,Karen,892,2011-07-25 13:32:46,3.83
RQjtzwpJOU3-_g_KxsbgUw,Jerry,352,2013-01-23 15:45:12,3.76
Qms8xNMjY0PSq-SWgZiuuw,Kenisha,6,2011-11-12 00:25:37,3.0
OmL2bjLvvRxg1brM5Pehgw,Thuy,470,2012-06-16 23:25:33,3.71
0JOY3EZh_BfD_n3MvqWAEA,Michael,519,2011-01-15 07:47:13,3.72
29K-usmZfVDeIaQ85EG54A,Xiao,1198,2012-02-18 20:35:28,3.8
IDkju349JUvY5qKkUzTG2Q,Joe,36,2012-01-16 07:52:16,2.08
rKHIcN4af2mCnGrNadyMyQ,Ed,33,2012-03-25 01:03:44,3.56
60l5-fzapRvbq7xZphC_1A,Angela,105,2012-09-23 00:13:09,3.72
Od2Ev0b92eKrciDJIRVNpQ,Matt,552,2010-02-19 04:39:38,3.86
N5ek5cqxLhPlGLx6UPbXXA,Apurva,75,2012-01-29 18:36:43,3.88
dsbAtkUiANtrAPdMqAi7TQ,Anthony,82,2011-11-08 20:28:00,4.14
g_4zySOI_HisK5rG_2dw6Q,Amy,387,2013-07-09 02:17:40,3.95
WfiilB5OXV7vSmHP-80n-A,Hannah,463,2010-10-07 01:33:59,4.43
HW8cPsT72jFA0mbqSWu3Rg,donna,63,2008-01-19 18:43:13,3.66
N8_PNk2yLMiqD6pbZSQHZw,Adam,174,2013-03-03 18:56:23,3.98
36Tsd9SS8B5k4Nb6rcG84Q,marc,66,2006-11-20 01:35:14,3.6
KH4FP3TFEkIhFEVQ7oko4Q,Jennifer,367,2012-03-16 22:47:45,3.79
wVhd99Kl7mIxVMQ_8L210g,Justin,449,2012-10-31 00:42:54,3.9
SeWsQoYPbQuMAqfRNNS6Jg,Doug,619,2012-02-05 01:38:10,4.07
h_9gTh9rzzJQb61TbB6QFg,Stephanie,139,2012-01-04 15:37:21,3.99
ZX9aq6fKbGaF6hXSnkDiAA,Monique,215,2011-08-19 00:38:03,3.68
Xvv0P_0B57LoyGrVHGG_8A,Tiffany,988,2014-09-12 12:13:54,3.93
a0DnfD31lNdiBTY2-YBBFA,Harvey,65,2009-02-12 18:59:55,3.96
kwoAXkYasIs8YxsOnTXWlw,Kristen,17,2011-04-13 20:11:32,3.06
9wvR3a-jGWmth9rgttgU2w,Brian,336,2011-02-20 03:00:04,4.0
PKELYRWN8kkZFsIlhBKL9w,Lauren,177,2011-10-01 13:24:51,4.19
qJlkKH6FwFS0m-b1sxh_hQ,Shawna,61,2012-11-21 14:00:00,3.17
9hUlD929scN-I_npeSsgmg,Chris,10,2011-02-25 22:21:12,2.9
GcdYgbaF75vj7RO6EZhPOQ,Kathleen,2180,2012-07-07 18:25:03,3.9
y_v2Z7w0cF-8Idtb5BnakQ,Abigail,291,2010-11-15 09:23:47,3.98
dqucQwA-CHWhUczwqIxKKg,Dee,956,2010-06-25 07:42:32,4.13
hT2Mw5m_SXBDVBuvA3KY-w,Christopher,911,2008-02-05 21:14:55,3.43
-GowNe73gDZs9MfS3ugJDQ,Griffin,249,2014-07-29 04:35:00,4.29
ZMzaOGUlCXY6kWXEnHZbvQ,Ashley,158,2014-04-02 23:25:55,4.42
tw7hr8sdk-N6teJVlAx8lQ,Rachael,121,2012-06-18 05:19:42,3.86
Aq1mWb2K3b-Rpko5HG5TSw,Scott,807,2010-12-02 05:07:01,3.82
Tuihtzlt52SVPwLn03Lv0Q,Jimmy,397,2013-01-05 20:56:37,3.67
wd-8dX8iFJYGoCKDESgbzA,Stephanie,306,2012-12-11 09:47:23,4.37
sxxQpCaaVxlEv-Len4Ga_Q,Frances,43,2010-01-28 23:12:33,3.5
w9UN4BVilzIPEdroPGh6KA,Derek,26,2012-05-06 17:38:20,3.04
ApjSaDZD9OeSqimHE9Qo0Q,Bill,757,2015-02-22 01:00:03,3.4
akiIhaV0vVVfDwEozKZxEw,Lori,408,2013-02-05 04:24:54,3.81
0x9xu_b0Ct_6hG6jaxpztw,Crystal,1519,2013-01-17 22:00:29,3.52
9RnpLa4__1wkVj68AnQvLg,Jean,434,2012-09-30 08:23:17,4.16
jMMX0zfJL9BNki9JnrFnBQ,Greg,97,2011-10-18 01:24:43,4.13
jP2-v4UHhptzP1SrxBsxoQ,Ted,24,2010-12-06 17:40:30,4.23
hdzTAN8DGJKRddkZ8279JQ,Andi,1034,2012-01-01 16:38:21,4.39
Anam0Ck1ZsFrA6FhVP-JEg,Mike,511,2013-02-21 23:18:02,3.94
cUB2WhICFuSe7DwXAIoo0g,Camay,397,2013-10-28 13:25:56,3.49
ZQ-hVBie3ls9u951cJkgSQ,Mark,465,2017-03-26 21:17:42,3.6
fwJ6x42jlgo_cOVTdcKCuQ,Quynh,246,2013-06-04 22:52:25,3.9
a4mO387_O77ebmv8AlQB3A,Dave,3362,2013-06-16 21:32:47,3.91
N8ITUUDRBpo1hTNDvk1byA,Monya,238,2014-06-15 11:26:28,3.97
u8WIVYVQxiAFJWLdjJNkIQ,Mike,973,2009-09-27 16:50:07,3.94
ChEBfVLO1hYtQnwWFwN4dQ,Malisa,510,2016-01-29 22:03:22,4.21
BQkC6RneYfvfG6wRe0hsvQ,Louisa,1621,2007-07-17 22:26:04,3.53
Hy_ko_2hkLTxvO7G0pIGsw,Eleana,619,2009-05-24 16:39:19,3.97
c_Jpjy4O1bVB3P1ru5G7Bw,Lindsey,212,2013-03-24 22:51:21,4.11
8tWdY-5vnxdOImO_wiMprA,Arnab,161,2011-03-08 20:40:56,3.85
RkOdQL51_KAkxlGbIUIXIA,Vivian,164,2013-04-15 21:04:58,3.85
_C0OWFNiezmDVsyKbO5Bjw,Andrea,169,2013-01-24 01:03:17,3.91
zkQi7B9b-yFbF8k2XSnDHQ,Matthew,849,2014-08-28 00:41:48,4.2
Yybo1Vqr4F2E5kUuGDoYXA,Michael,454,2012-09-11 23:31:26,3.73
HL-9ho_SXnTs_ClvALZXjA,Aaron,21,2012-12-21 23:47:31,2.86
j8kEM9J5mNc-F-ltrC9snA,Kelly,24,2011-08-05 23:54:04,4.21
CwOuLZjrYzCGROwWdQLB9w,Christina,22,2011-05-31 00:06:23,3.58
Z6zAW5KYUbOqlv1pa63STw,Kelly,306,2012-01-26 14:10:06,3.82
rdQo1I6tjjR2Wg6UUu5ZnQ,Alexis,177,2013-08-11 13:47:51,3.9
tp8wzuxL1RrSwniJkRUJ8A,Nikky,302,2013-03-18 16:44:52,3.85
2LnvZ-_vEKqsyzBuZ9cfng,Christina,92,2013-05-19 22:18:26,4.08
lRRVRehFcudfbjY6yUX6FQ,Vickey,463,2012-11-06 04:26:15,4.06
uPr3t2M-OykA8M_oro7j1A,Luba,452,2013-06-15 23:58:04,3.94
lVlb5R_bjelkWi1N5YWUIg,Ashley,394,2013-01-01 00:00:20,3.5
DJBuyVr8_0k78ydUgonYdg,Christina,393,2013-03-23 06:39:27,4.18
GMCYr7LJ68yPb0GDxp5vhQ,Clayton,114,2013-02-16 19:44:55,3.97
WHaISgEzqLJDfZ6EmiqOaA,Stacia,125,2014-08-19 19:14:21,4.23
hXSzBUjnORNXkaxwA1j-vg,Trinh,609,2012-04-16 12:42:28,3.74
R95jUAYcnhesh9L5kCSeSA,Bob,134,2013-02-01 16:54:45,4.37
b_hOVL43ocK8Shn91hdlHQ,Larry,393,2014-06-18 05:35:20,4.05
Vaw5DUlK46KrmyDIX3cYbw,Amber,92,2013-05-10 18:36:35,3.48
Zsdee1KEpMwjg5cqx-VWrQ,Angeleka,80,2013-06-13 17:14:03,3.4
hnPTPyh6wNfZe1GxOm21Gg,Desiree,1401,2012-11-10 16:04:48,3.89
lABhRt6E1lAvG68kqQZMow,Jessica,420,2011-04-19 19:18:07,4.07
X5_3x28U9dxzpbh-KGkzdw,DJ,35,2012-11-12 21:11:53,3.76
gljACJz-NQqyDTTYUOU0lA,Aarti,1062,2013-04-15 03:39:45,4.27
6NagSmaahFhlt3LEpnVXoQ,John,441,2010-11-26 23:12:38,3.78
VMLDVK6ANh-CnDxQNIAEEw,Fabian,100,2012-03-19 20:28:45,4.33
_4Ye2RbfceUfUZZSx65omQ,Tara,87,2013-06-06 01:31:30,4.09
DTFOGN81zlhrYENyvwQ79w,Angelica,315,2013-04-16 02:51:09,4.06
iN0A6QIrEFYoSGHFaknh8Q,Jennifer,1059,2009-10-22 13:02:11,3.98
6s5whJLSvZFIF0Am4RyjUg,Jim,456,2011-01-26 14:32:16,4.1
tdEtv1_1SShU9RHz6J-DZw,Michelle,310,2014-02-20 04:53:16,4.41
R53y0qIWqJZxnbyWNDbrMg,Sabrina,80,2013-03-30 23:16:19,3.39
dqmXRM70bOzlSKzHjx-_dQ,Natalie,83,2013-07-25 16:41:54,4.13
DwaaafwryFbW7C4E1gU1AA,Donna,1424,2012-11-10 03:11:32,3.99
XCydwvWxRidDyHKetxx8xw,Lara,183,2013-12-12 23:58:02,4.41
zVDvRNhEsgzlt7NLdfbT9Q,Thomas,21,2012-12-13 03:45:17,2.95
lq_biWcrOf0FVqlwTyHbYQ,Amy L.,25,2013-12-18 20:17:40,3.36
TrU49Ydk2ZMjlh0rtOVj7g,J David,1991,2012-03-02 23:38:27,3.75
lrgq-Gr-l8m0v5WEmVXP6g,Chloe,310,2010-09-20 21:39:08,3.59
HXf9sUotX6MS1oLbYOTj8A,Diana,243,2014-07-05 19:11:58,4.34
-V7frksbFjKQYVhrPnnlPw,Christopher,699,2013-07-06 02:03:20,4.04
kHyV2RxqoZqOfl5Ebjg8ig,Ahmedul,32,2013-10-30 00:11:17,3.55
AVyU4MC9ucdgCFRaLNpePQ,Sarah,675,2013-08-02 01:32:14,4.68
P9VcQ2CnhJlpEaWO2Yd06w,Sal,200,2013-01-03 18:06:45,3.61
G-l9ihg3sRAiGTuZLDmJTQ,Ly,214,2014-02-04 02:09:58,4.26
kA528bHw7c2dwAmqvk63oA,Joe,143,2013-09-10 23:39:16,4.05
LMvGr9_gUrIwnD2iBS5MlQ,Flower Child,573,2013-01-09 12:56:46,3.61
9Gs82VLVMn-JQSvR9d7ZOg,Nikesh,96,2014-04-10 21:34:55,4.61
0zDHiDbj79uBOy3OAcE25A,Maruko,3051,2011-09-29 23:14:56,3.41
kYsFy1teRPknB_fJvOyw8Q,Bryan,130,2013-07-28 18:35:47,3.99
uCO8lRN9eD2RRI7SgsR1PQ,Joseph,50,2012-05-29 22:04:57,3.16
v4KYRLFGmeqwlntnDbJ4Uw,Shelly,126,2012-08-05 21:39:38,3.85
IulsQpBrv9mIMqWZ6oPEZg,Hijo,81,2008-05-25 02:14:22,3.54
-ibb_cZiaht_DjkIqDUF_Q,Jeff,127,2013-10-13 13:27:43,4.37
z9m5bnhWUlRQZ4dfCQAh9A,Deb,136,2012-06-16 21:23:13,3.94
wqrbPeGf-bimRXU5t1x5Aw,Kiki,180,2014-04-26 16:34:34,3.61
dhcd0-vjumNzq9F1aeK3uA,Rob,212,2011-12-30 23:21:11,4.09
gQSMov4ZEXnlyWHNhGi3bA,Brian,317,2013-07-12 17:18:10,3.65
UrQw8IyTOAAlokN-SMK3_Q,Joyce,1896,2010-03-15 09:02:10,4.47
jTMziYCazn1EAJQ7s0eDhQ,Jericho,192,2013-07-15 17:30:25,4.0
WHuuz1Xm8zkrUl8fAd31Eg,Tommy,362,2012-09-16 05:51:52,3.98
knFwHcdFmxOHcHUY8IOoUw,Karyn,555,2015-04-29 18:30:47,3.52
NRMlDBUoGJdgoXTUllZpuA,Molly,68,2011-03-25 01:10:48,3.93
5VFQdMIC5tpp2bxine0sXw,Jennifer,82,2013-01-05 23:25:48,3.88
gopCgvFzBdM7SuzOHHjaHw,Erin,242,2013-10-02 18:57:13,3.27
J4yF68T9LEUWRvI1v1OQFw,Jessica,230,2013-04-03 04:39:04,4.07
Cltm3tgipVMnVbzpv7K1Vw,David,374,2013-05-28 13:46:14,3.91
gCduRMQlU604iFpU9HHMUg,Sharon,46,2010-04-10 04:24:47,4.65
erbvb1HGwwNdslTYjvw-7Q,Chris,191,2013-10-04 03:34:35,3.79
1GH6Hnh6jLfCT951zmcUYw,Sele,548,2013-08-15 14:56:29,3.84
2jCrH48LDG4c3ja4CLh0qg,Tomas,1001,2014-11-18 23:57:56,4.35
5ZrFDFPJe8Qq3Zgue315oA,Helen,413,2013-01-26 03:22:10,4.0
6ZNnGHBEk2ZZctdC0fX8vw,Kimberly,455,2013-04-06 23:54:09,3.52
bnKo6L4MgcUbLZH7fmnkrA,Mark,536,2012-11-28 01:09:02,3.89
PTVLT2wEUrFgr_hT5uldoA,Michelle,963,2014-09-16 23:06:18,4.36
EFw9r83RQGk-ei3NR09K7A,Katie,126,2013-04-15 19:27:43,3.54
ZWPNTZeW5pnpAp69PoQAow,Jason,47,2009-12-13 22:14:26,2.65
0oLUvJnNu2RzFwXLsuaqYQ,Tim,108,2013-12-29 19:30:13,4.26
Kgb1KdaTrRnGqQ4misL12w,Lauren,545,2012-10-19 12:29:59,4.34
hLVMSWU-Rl_xNjvLX_lL8A,Adam,288,2015-10-04 21:58:11,3.95
c56oZZbK3bt8vFA8lz4wfQ,Lani,671,2011-05-17 13:46:35,4.02
ovsLfNfqY1a1tPjsQ8xeHw,Susanne,564,2012-12-08 22:41:59,3.42
KzHRsFwryS7b5Fog8kkkGA,Alexis,91,2009-09-14 19:49:29,4.34
jc7MqBKRUmBE3SvV7H2onQ,Gabriela,89,2013-05-31 17:51:28,3.37
8PmYg12cee5WiVvVwxOXCQ,Shane,619,2014-08-05 01:34:05,3.96
wABHp4fGUC-0acRKhmQO2A,Diana,971,2011-05-12 20:29:57,4.24
AV_y-DzYPiKFizdtbgDrYw,Rudy,75,2012-11-23 03:55:44,3.77
Obp8LRY_MRwUIqTPDbp6Zw,Victor,218,2018-07-14 20:47:36,3.83
s1fUKbqJUi2PUvVgRdNoJg,Ashton,69,2012-08-25 23:13:00,3.91
H6B6YK3k-uUQuH9euULywQ,Geneva,34,2011-03-11 03:30:12,4.85
RAbMY5K5fwufByqVR1VZYg,Erin,62,2014-09-19 14:53:45,4.3
jswWHPctnZGH3qqvN4mzoQ,Kristen,510,2010-02-24 18:04:21,4.23
MmEYowrsA4j3K4gc9Th53g,Todd,832,2013-06-13 23:54:34,3.38
hWBQ4IK3r1Mo4aYpUz3S2w,Jenny,203,2014-02-07 23:02:35,4.0
12sooTbJEj4K95X5uBWL_Q,Jan,53,2013-03-31 01:07:16,4.0
Lly8yjfZBz1EpAPlZal7og,Rachel,265,2012-02-07 22:06:02,3.64
I2XEhv9zBeAJcwYIrnMf1g,Matt,1307,2015-01-25 21:49:17,4.16
qq2N-wC98Jn8zIU8N58X1g,Aliya,171,2016-04-02 17:04:24,3.8
NFeNXGbZWRCe6qMEppNdRw,Mariella,301,2012-02-16 02:29:03,3.95
shYedm_C7uR35T8-Z9fvag,Alyssa,91,2015-11-14 22:10:14,3.67
WwulXySQN8t2hwqH_yWurA,Niki,1512,2014-12-15 03:33:23,4.59
_C3aY6lgO9D4I7gJcKDvow,Claire,19,2012-02-22 06:23:16,3.87
AWtpMObUIkkmJxObHelgWA,Justin,137,2012-07-14 05:16:45,3.65
silVAwzdMSdZ6IINSzvPhw,Batya,73,2014-01-06 16:14:01,3.86
qm796RfFpk4hWp2W9yEHCg,Cody,731,2014-07-06 15:37:01,4.12
OFiql6570Ts_rnq-OZQr2Q,Russ,49,2017-03-11 14:28:06,3.92
5BQC23O_CWmE-AtyOSEMMw,Michelle,148,2013-09-03 20:35:43,3.84
jc8xUrNwZRgXMSLr_qzAcA,McKenzie,308,2017-09-14 20:18:57,4.49
0PkCxX5PeubHdkOLnvSVaA,Chad,874,2015-02-27 23:59:34,3.7
DWXE3HLhlMEIcasBed-RXA,Katy,220,2012-11-07 04:11:09,4.63
MQV0AK7cZGQ2xsjQ_kq9FQ,Vanessa,96,2015-01-12 15:15:00,3.75
2Ds8R2prlyRsUAPRnXZnyA,Gerrianne,66,2012-07-31 15:29:23,3.53
RUkLH1i152bEqfqwgnOpjA,Owen,367,2015-10-31 12:54:28,3.99
Mbw8FWl4dok7ezTRdC8HOw,Mandy,312,2012-03-18 17:24:58,4.48
1Ko1CajA-khSe6OZH4AtDA,Jeff,753,2009-08-30 23:45:19,3.78
7aTUpTOyJ7glAN-zrtiY7w,Ian,264,2015-07-03 15:34:35,4.38
-cX6CW0hntz6LUF-nJsOUQ,Scott,43,2010-11-10 15:31:36,4.06
hC84EIj6uPIkTKNjTnMx7g,Carrie,131,2013-12-09 23:36:27,4.04
eyvhQWSbb7vLGCxQn3WGxg,Jonathan,160,2013-12-16 19:41:29,3.79
vekN_2mSIhn9y9lICWmvlQ,Suzie,253,2011-05-03 17:19:16,3.93
fpHUpxSWuM3DdgxvzBlkYg,Angela,102,2013-09-08 19:19:50,4.07
nAPU1-75Gqg71NGr_HosFA,Kathy,561,2012-06-02 19:58:25,3.68
pppIHoA8b8B8Wd5t72sDxA,Veronica,667,2010-06-26 13:43:57,3.61
D3K42OQlFSNdbaqgv7sTEw,Tineke,136,2013-05-22 20:18:54,4.32
RmDRlZsRr63cAWpmomMJrw,Katrina,147,2013-12-26 06:13:09,4.29
FBd1Qjnnc1Loh7ZY7FD9Zg,Maura,184,2013-04-01 01:30:33,3.85
oknU9tuT6R16XlolOBnWHw,Michael,679,2013-08-19 11:49:45,3.79
L9vn5VegOCxN41cduU3POg,Amanda,87,2012-10-26 17:25:57,4.25
gbU3jC4hXjaFltZnX-mtTA,Aja,74,2016-08-04 05:09:46,4.33
O1Tx4A2xH66MkVY9lVLOhA,Donna,5,2013-09-27 03:09:36,2.0
MWLQEpkjLqjst7dO8TeEwQ,Linda,749,2013-10-08 03:15:53,4.28
AwGP1zmqNZVnRmYFliCq6Q,Vanessa,387,2014-02-08 19:12:45,4.42
g_Y88iSiJ39CTd_x1k6rjg,Katherine,656,2017-07-16 11:40:49,4.25
fb9eDPNW21CSbYyOfnnwIQ,Dave,244,2016-03-02 14:07:19,3.82
DZXdYZjTjQLzhkeV-e7PWA,Ashley,8,2012-07-16 12:44:25,3.17
YJLMa0DDZbRIGaoqWoXUcQ,Stone,147,2013-08-08 17:35:57,4.25
xa_LEQ_y0WsFixOxBAnzYQ,Natasha,70,2013-01-14 04:06:21,3.61
ofeLGyYo5yACoVzahgExZg,Andrew,1106,2013-04-06 00:26:00,3.94
TiikA-pjftLxzo5tr-fIig,Scott,411,2009-03-29 00:11:53,4.19
rRrFcSEZOTw6iZagsIwTFQ,Tigra,622,2014-06-28 19:55:19,3.9
bo4WKYqBoT0Cc23epTo8pA,Cheryl,126,2013-05-22 21:29:48,4.16
srhTOSgTBtvHeISgwd_mgw,Tommy,203,2012-04-03 22:00:54,2.83
Vl-c9zRq-tcst4uC8GG1hw,Deanne,438,2014-04-17 17:49:03,4.11
hbSa1RpUO6Ka-AKnfmCF_A,Derek,95,2015-01-03 21:26:20,3.69
0Bu7_bXX4dCssG0-OWd_jQ,P.,317,2013-07-19 02:28:04,3.17
0Lr1srDYn7AkcoBkCAGN-Q,Thao,95,2016-01-07 05:58:55,4.42
JzupCYb6JmSOY1uau40ZXw,Kimberly,335,2011-09-01 04:57:04,3.95
kzDzdbPupHiglDzs9HD0vA,Albert,520,2015-05-08 00:26:26,3.77
1Bg0CcXE_6RMl5nnLGT4sg,Jenni,109,2013-08-13 00:37:32,4.64
k9-ixq5thOj-KQX8V8D75Q,Marie,293,2014-05-10 20:30:00,4.58
-G7Zkl1wIWBBmD0KRy_sCw,Gerald,3131,2012-12-16 23:26:39,3.68
wYlael7ejt4I3vjaXmpGnA,Zach,1527,2016-07-03 21:01:43,4.6
jXE0JckCU6jr3Z_jznNWfA,Andrew,299,2015-01-06 21:02:02,3.99
V0-DkVYBMlyr9QVlc8DCiQ,Maddy,126,2013-11-02 18:56:20,4.59
Zd2MiIfCHT52WXoUKtYONg,Sasha,314,2012-07-16 22:38:04,4.66
0pgYDWcqMiiHUln2JUux3A,Adam,114,2013-05-25 04:09:41,3.75
2RFyJnbJ5AHT9hQp_tMeYw,Mallory,560,2013-04-26 21:16:22,4.01
xWEKLTw0NWgHS67oCyVp8g,Caitie,298,2009-10-27 07:00:30,4.29
Yj4SpqG0OJxbg8L1Qsrlsw,Joan,445,2015-05-08 21:45:58,3.9
3gRfkaVcEWri-Ju7OQX7uQ,Dan,659,2013-06-14 16:42:37,4.02
YuX70bdZdGXUdyU1mKaP4g,Hollei,347,2010-02-10 10:27:04,3.68
5l3vzl3snZzbM3w9hWKRDA,Danette,226,2015-04-22 15:30:01,3.67
cZ93eNPyk7kC9F1PPpfPOQ,Tre,442,2015-02-03 15:15:29,3.85
lxA2xhPoGyEKdfKkR7u7yw,Katrina,284,2012-12-15 20:31:47,4.69
QSIoCtJ1emofP1My3BfmHA,Jisoo,603,2014-01-22 03:53:09,4.27
3CRXmJ5QAUxre_MgXzXjQQ,Natalie,87,2015-06-22 23:42:23,3.98
VkVyamF71Dwyia1AjbWvhg,Jason,202,2012-10-26 14:21:53,3.62
3kpn_e7BKSiQsXCa1FJUdg,Sandy,201,2014-12-01 08:12:47,4.29
wYQphJ9H6pUCyp2IxGPbDw,Stefan,99,2013-05-03 22:31:27,3.74
YmVAysf6VHMthExyKwDQXA,Paige,147,2012-12-18 21:37:40,3.67
Dewn3eFhrFQCDTFu__Pp5A,Sarah,111,2014-03-04 02:51:50,4.22
BkBk0Tny4e2N3wjLWSBoVg,Jessica,193,2014-10-21 18:18:26,4.34
-iidloktekXhKlhoyYFgTw,Sarah,43,2013-03-24 22:13:41,3.11
-dnERQYQCDVZFMMuh7bBDg,Sumana,226,2013-05-22 07:32:17,4.31
HPqD_nATHVuVjTyt0Rxatg,Kate,261,2013-10-25 01:02:31,4.28
J0HY6uvoRL2Rh7bc8mvfqA,Cindy,306,2014-03-22 21:51:10,4.21
Q99J-AfoyS1GEaYxWJ7LSQ,Andrea,85,2010-05-19 17:11:35,4.14
FVGl06f5NV3qKJEP4B1LMQ,Lolly,246,2011-09-23 02:28:54,3.86
xboRb8Fi7xpgm3FY6GA0aQ,Chi,21,2011-09-25 23:35:12,3.9
jA0ToEPV2J31wcS5q-1eCg,Michele,207,2013-06-03 14:41:01,4.05
k_biLQDibaNRXxo5l_CBYg,Kathy,24,2013-09-14 19:41:52,4.29
CjPAo8v2K6GrRypugNssMQ,Ticie,124,2014-07-21 01:13:18,3.91
xGC3uBB0gvXDRUMo_xX-Zw,Meg,101,2013-08-03 03:30:32,4.17
9Y1YkloHk2MAE3hkwYdFKA,Gene,634,2014-07-22 20:07:28,3.65
RJn-TVWHbIs6HVoVwC3Y6A,Aileen,399,2013-06-15 18:54:05,4.36
NzUzlpp0UEGzGVHcHnzTIw,Alexandra,257,2012-11-05 15:38:55,3.92
jtRQS22iQDLPbraTezzADQ,Angelica,53,2015-08-31 12:13:32,4.67
wxqxIOP9SoqKY3ZxvKchqg,Kalvin,1935,2012-10-21 15:49:20,4.04
kGJg_kMhn1RjgqIJPJr_VA,Dylan,697,2013-02-12 13:26:02,3.58
WJR8f_QNG1kuPq5V6RxeFA,Trina,1110,2011-02-23 00:41:20,3.67
XMTt7RdipRrWQwVF-yuqgQ,Jordan,170,2012-10-31 00:13:15,3.88
BiLX0Yc3vNJjVNLocBJyHA,Mike,880,2012-10-14 03:20:56,4.22
XF6GG8Y_XKESMfU4_vIgHQ,Libby,576,2013-01-01 17:17:34,4.33
WvutaEoxM-8ME0JFTTWBDg,Lee,200,2012-05-22 18:32:20,4.16
2b2J7kW1nTVTtiZtizw-tw,Lauren,874,2012-09-30 00:01:48,3.42
6VQZtC97AE3xImIJIJvakA,Dorene,374,2012-08-16 19:06:04,3.76
rvYTWj_twMGMkT3k7qjxZQ,Michelle,304,2013-03-04 01:00:37,4.29
e6heoqu1EnKkaNFbf1N7CQ,Steph,394,2013-05-20 23:19:58,4.06
bS8HNq9bzOpYNjEp7Aiywg,Mary,156,2011-08-16 02:11:37,3.86
2dlEgB61BbJLyyq2xZgn3Q,Alicia,39,2013-09-16 21:43:59,3.98
pVoAyKAT7VGyPC5xktUkMQ,Leigh,105,2013-04-04 15:09:32,4.23
ObZnTiwMA-4gaTqa1_mB6A,Todd,234,2011-02-08 19:40:48,3.52
XEwEdPIjryudxfU098wapg,Charles,943,2013-04-07 03:35:36,4.18
40AouWLnY0pQDwJUcidqiA,Gabriella,324,2009-06-13 01:53:52,4.12
3tHXp6s9wsNYBs40C75qvw,Janette,142,2012-10-28 18:00:08,3.96
b8SWcnxNL_czKgvRbzP0Mg,Keith,833,2009-03-29 01:49:46,3.12
pxgKKhyV9PsgHW_l4XDc3A,Corey,87,2010-12-28 23:01:43,4.12
6kJFLAHV-tNsBEZaRTqEWQ,Elisa,210,2011-02-18 13:37:34,4.66
F1V-YF-nHy1miIofqpwphA,Sara,79,2011-01-28 17:15:12,4.29
ae_Csk90z4AjuanqJhF0Xg,Katie,200,2012-06-29 04:21:59,4.51
uPoDB6rk11jqU9Kv6GBmsQ,Ankur,15,2013-03-03 02:12:34,4.0
ysakeAQj9mknDNeO69-FzQ,Teresa,331,2013-06-18 10:00:13,4.06
XWgdznDS4NqkicZXtjqQaQ,Casey,35,2014-03-09 22:21:45,3.94
kTpsjDUhl9BlRl0FVuNreA,Alisha,378,2016-07-06 01:19:07,3.97
KWVIxZIbQq3hLgrbIqWpOQ,Steffini,265,2018-01-16 15:26:50,4.37
w8nb2zbYMbh4DL8vl_d0-Q,Chanelle,38,2013-07-10 21:30:39,4.36
ni5xnIKZH0W4_7nnZ7uFxQ,Jessica,115,2010-05-31 03:40:50,3.9
