商家ID,店名,地址,城市,州,纬度,经度,评分,评论数,分类,营业时间
yEmEDomLUofVtbZoUeFV5g,The Daily Grind Coffee & Tea Station,2001 De La Vina St,Santa Barbara,CA,34.4286593,-119.7173255,4.0,312,"Food, Juice Bars & Smoothies, Restaurants, Coffee & Tea, Breakfast & Brunch, Sandwiches","{'Monday': '5:30-15:0', 'Tuesday': '5:30-15:0', 'Wednesday': '5:30-15:0', 'Thursday': '5:30-15:0', 'Friday': '5:30-15:0', 'Saturday': '5:30-15:0', 'Sunday': '5:30-15:0'}"
bp-YfsJnbSje3ayCZLGaUA,1933 Lounge,127 S Illinois St,Indianapolis,IN,39.764822,-86.1598297,4.5,160,"Bars, Nightlife, Restaurants, American (Traditional), Lounges, Cocktail Bars","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:30', 'Wednesday': '16:0-22:30', 'Thursday': '16:0-22:30', 'Friday': '16:0-0:0', 'Saturday': '15:0-0:0', 'Sunday': '16:0-21:30'}"
v17tgCRjuPQiFOq4uvEI-w,Omoni Fresh Fast Korean Grill,13710 N Meridian St,Carmel,IN,39.9876897,-86.1386452,4.5,362,"Restaurants, Asian Fusion, Food, Burgers, Fast Food, Vegetarian, Korean","{'Monday': '0:0-0:0', 'Tuesday': '17:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-19:0'}"
DOoJrrsqGzZN2FqzvllKnQ,Taco Mamacita,1200 Villa Pl,Nashville,TN,36.1426916,-86.7916654,4.0,797,"Tacos, Mexican, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '10:0-15:0'}"
6RDGvdukSq3YHPYvG8sIEQ,Brown Butter Southern Kitchen & Bar,"231 N Carollton Ave, Ste C",New Orleans,LA,29.976322,-90.099639,4.0,401,"Nightlife, Bars, American (Traditional), Breakfast & Brunch, American (New), Southern, Soul Food, Restaurants","{'Monday': '0:0-0:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '9:30-15:0'}"
8WNQxb0CiROek9SW7PopDQ,City Fire,610 12th Ave S,Nashville,TN,36.1512117,-86.7840237,4.0,402,"Nightlife, American (New), Breakfast & Brunch, American (Traditional), Restaurants, Bars","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-15:0'}"
scH9yupjqMr-XP3bzJGY0A,Wildwood Kitchen,410 E Haley St,Santa Barbara,CA,34.4212318,-119.6905477,4.0,218,"Restaurants, Bars, Nightlife, Barbeque, Sandwiches","{'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}"
x5NLYIRLdhFBaNLLvl8Afg,Bar Louie - Tampa,2223 N Westshore Blvd,Tampa,FL,27.96615,-82.52095,4.0,451,"Cocktail Bars, American (New), Restaurants, Burgers, Nightlife, Bars, Gastropubs, Pubs, Sports Bars","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '16:0-2:0', 'Friday': '11:0-0:0', 'Saturday': '16:0-0:0', 'Sunday': '0:0-2:0'}"
avB60OOVc_YOyfbz2AqL_g,Cafe Michelangelo,11901 Bustleton Ave,Philadelphia,PA,40.1214268,-75.0160069,3.5,127,"Restaurants, Italian","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
RsDUfhQl2R0H2moGv81Uaw,An-Asian Kitchen & Bar,7499 Longley Ln,Reno,NV,39.45805,-119.775842,4.5,166,"Chinese, Vietnamese, Pan Asian, Restaurants, Thai","{'Monday': '0:0-0:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}"
fN12ywQpLXQ93bpwe1N_Ww,Pietro's Coal Oven Pizzeria,1714 Walnut St,Philadelphia,PA,39.9497512,-75.1699969,3.5,751,"Breakfast & Brunch, Italian, Restaurants, Pizza","{'Monday': '12:0-19:30', 'Tuesday': '12:0-19:30', 'Wednesday': '12:0-19:30', 'Thursday': '12:0-19:30', 'Friday': '12:0-20:30', 'Saturday': '12:0-20:30', 'Sunday': '12:0-19:30'}"
frKu7zT5UdfcafYfmRLhmA,River's View Thai,11218 Casa Loma Dr,Riverview,FL,27.8655698971,-82.3163200435,4.5,190,"Food, Food Stands, Restaurants, Food Trucks, Thai","{'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}"
TyhguONKc8i6M7wP09nTbA,Hibiscus Cafe,4907 Catharine St,Philadelphia,PA,39.9483933,-75.2215836,4.5,150,"Food, Vegetarian, Restaurants, Juice Bars & Smoothies, Vegan","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-18:0'}"
laIi1mYcEBif7cU8A_kLew,Outback Steakhouse,3690 E Bay Dr,Largo,FL,27.9169214,-82.7496233,3.0,120,"Steakhouses, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
LiH_a3ZxwxKACzrYbzXXQQ,Maple Glen Pizza,641 E Welsh Rd,Maple Glen,PA,40.1795729,-75.1818139,3.0,111,"Restaurants, Pizza, Italian","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '11:0-21:0'}"
PiQVIJI92Z9O37jg9YMyPw,Hart's Tavern,Rt 202 & Rt 263,Lahaska,PA,40.347996,-75.03258,2.5,162,"Restaurants, American (Traditional)","{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-20:30'}"
bSWL0YxfawjS03_g2kgujA,Allegro Pizza,3942 Spruce St,Philadelphia,PA,39.9514453,-75.2029159,3.0,221,"Sandwiches, Restaurants, Pizza, American (Traditional), Italian","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-0:0'}"
0bPLkL0QhhPO5kt1_EXmNQ,Zio's Italian Market,2575 E Bay Dr,Largo,FL,27.9161159,-82.7604608,4.5,100,"Food, Delis, Italian, Bakeries, Restaurants","{'Monday': '10:0-18:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0'}"
Mfvk9uEEhdCqj8S2u7dWgQ,Seasons 52,"2000 Rte 38, Ste 1145",Cherry Hill,NJ,39.9403603389,-75.0264621411,4.0,475,"Gluten-Free, Vegetarian, Nightlife, American (New), Wine Bars, Restaurants, Bars, Seafood","{'Monday': '0:0-0:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:0-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-21:0'}"
AbUMLNaW9DzYelM4AGK3Xg,Deli Towne USA,3650 Lakeside Dr,Reno,NV,39.4903326,-119.8073462,4.0,311,"Sandwiches, Event Planning & Services, Caterers, Delis, Restaurants, Soup, Salad","{'Monday': '0:0-0:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-19:0'}"
RF2SocELaoYkXnZhxRcX0g,Gallagher's Restaurant,114 W Mill St,Waterloo,IL,38.3358432,-90.1511628,4.0,162,"Restaurants, American (New)","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:30-19:0'}"
jIfRcC9Vd_bz66nVsoEMzA,Pho Orchid,3117 Houma Blvd,Metairie,LA,30.003437,-90.179202,4.0,348,"Vietnamese, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}"
1_ZVtdiZpBNsXaO4ObPtbw,Stellina Pasta Cafe,3342 Watson Rd,Saint Louis,MO,38.6013692,-90.2991089,4.5,141,"Event Planning & Services, Italian, Specialty Food, Restaurants, Food, Caterers, American (New)","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}"
Z8c0t6xPfM8u1H1ZUcWlOw,Anzie Blue,"2111 Belcourt Ave, Ste 101",Nashville,TN,36.1364734357,-86.8018750844,4.0,121,"Cafes, Cocktail Bars, Cosmetics & Beauty Supply, Breakfast & Brunch, Flowers & Gifts, Bakeries, Gift Shops, Coffee & Tea, Food, Shopping, Nightlife, Beauty & Spas, Vitamins & Supplements, Bars, Restaurants","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}"
eIk4_wRFDQGH7UOYF6maJA,Humble Pie,"2905 E Skyline Dr, Ste 298",Tucson,AZ,32.325015,-110.92889,3.0,235,"Restaurants, Italian, Pizza","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
WWjP7p0nlUQl9BzCZzgjCQ,Marsh House,401 11th Ave S,Nashville,TN,36.152238307,-86.7841658149,4.0,302,"Cocktail Bars, Bars, Restaurants, Seafood, Southern, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '7:0-14:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '8:0-14:0', 'Saturday': '17:0-22:0', 'Sunday': '8:0-14:0'}"
2KePuSxPpElWqKZLLoCqMQ,Daddy's Grill,3682 Tampa Rd,Oldsmar,FL,28.0443215,-82.6821588,3.0,143,"Restaurants, Nightlife, Bars, Seafood, American (Traditional), Breakfast & Brunch, Steakhouses, Sandwiches, Burgers","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
A5b9nVDi1DPVvPOD24-p6w,Sump Coffee,3700 S Jefferson Ave,Saint Louis,MO,38.5877539,-90.2262433,4.5,303,"Coffee & Tea, Food","{'Wednesday': '9:0-14:0', 'Thursday': '9:0-14:0', 'Friday': '9:0-14:0', 'Saturday': '9:0-14:0', 'Sunday': '9:0-14:0'}"
Qw7tz-UkPrpXaVidWuab4Q,Philadelphia Museum of Art,2600 Benjamin Franklin Pkwy,Philadelphia,PA,39.965573,-75.180969,4.5,767,"Art Museums, Jazz & Blues, Arts & Crafts, American (New), Shopping, Museums, Nightlife, Art Galleries, Restaurants, Arts & Entertainment","{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-15:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
kzy0Kf7z1ucbL2sVbfAFsg,Ruth's Chris Steak House,1800 Market St,Philadelphia,PA,39.9529565,-75.1702986,3.5,184,"Wine Bars, Seafood, Restaurants, Steakhouses, Bars, American (Traditional), Nightlife","{'Monday': '15:0-22:0', 'Tuesday': '16:30-21:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:0-22:0', 'Saturday': '15:0-22:0', 'Sunday': '15:0-21:0'}"
WfEc--AG2O1f78q3RuERlw,Holler & Dash Biscuit House,"2407 8th Ave S, Ste 105",Nashville,TN,36.1256854,-86.7772199,4.0,122,"Restaurants, Comfort Food, Breakfast & Brunch, Southern, Event Planning & Services, Caterers","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}"
WUCm48LSSxeN3mZknFK7Wg,Plant Love Ice Cream,953 Central Ave,Saint Petersburg,FL,27.7713117,-82.6479817,5.0,134,"Desserts, Food, Ice Cream & Frozen Yogurt, Restaurants, Vegan","{'Wednesday': '14:0-21:0', 'Thursday': '14:0-21:0', 'Friday': '14:0-22:0', 'Saturday': '13:0-22:0', 'Sunday': '13:0-21:0'}"
ysbTBbwqtqoA-37H4CW18Q,Udipi Cafe,14422 N Dale Mabry Hwy,Tampa,FL,28.079296,-82.507915,3.5,100,"Vegetarian, Indian, Restaurants","{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:30'}"
rjioWnWXnEbPc_0ocmoQEw,U S Hotel Bar & Grill,4439 Main St,Philadelphia,PA,40.026658,-75.2261204411,3.0,100,"Nightlife, Beer Bar, Burgers, American (Traditional), Restaurants, Bars, American (New)","{'Monday': '11:30-2:0', 'Tuesday': '11:30-2:0', 'Wednesday': '11:30-2:0', 'Thursday': '11:30-2:0', 'Friday': '11:30-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-2:0'}"
bZrHCONNCQ8NEeXjNnlY0A,The Dunedin Smokehouse,471 Main St,Dunedin,FL,28.0118727,-82.7862788,4.0,436,"Beer, Wine & Spirits, Music Venues, American (Traditional), Bars, Restaurants, Sports Bars, Food, Smokehouse, Barbeque, Nightlife, Arts & Entertainment","{'Monday': '11:0-22:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}"
E1R-xslwl7XeTN5lQ7mWPg,Little Kitchen,17 W Ortega St,Santa Barbara,CA,34.417947,-119.6984853,4.5,272,"Breakfast & Brunch, Diners, Nightlife, Restaurants, Comfort Food, American (New), Burgers, Salad","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:0'}"
or_WcjWELDsssk2JruvJcg,Café Lutecia,2301 Lombard St,Philadelphia,PA,39.9465958,-75.1796066,4.0,199,"Restaurants, Breakfast & Brunch, French","{'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-15:0'}"
PcR2ObZX6IAYLE9HiUcG1w,Ernesto's Wine Bar,2730 McNair Ave,St Louis,MO,38.6021928,-90.2196116,4.0,144,"Wine Bars, Nightlife, Modern European, American (New), Bars, Italian, Local Flavor, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0'}"
DhEvpeqHgbtRuiQMWTl0pA,Jester's Cafe,233 Farnsworth Ave,Bordentown,NJ,40.146414199,-74.7118104856,3.5,109,"Italian, American (New), Restaurants","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-20:0'}"
g33s03KL3BTPgTPg_6r_Kw,Thai Phooket,207 Woodland St,Nashville,TN,36.1702952,-86.7699364,3.5,594,"Thai, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
8JcdN89xv4AqAVRSDLLUHw,D'Angelo's Ristorante Italiano,256 S 20th St,Philadelphia,PA,39.9487291,-75.1744313,3.5,163,"Nightlife, Restaurants, Italian, Bars, Lounges, Dance Clubs","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0'}"
_kaXQwnlsnfpUsKr3otCBg,Nam Son Bakery,1600 Carpenter St,Philadelphia,PA,39.9392139,-75.1702777,4.5,104,"Food, Bakeries, Vietnamese, Restaurants, Bubble Tea","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
CBo-YlPMKs3vdYJQRtuznQ,Monell's at the Manor,1400 Murfreesboro Pike,Nashville,TN,36.115335,-86.690199,4.5,476,"Salad, Caterers, Restaurants, Desserts, Food, Soul Food, Southern, Event Planning & Services, Breakfast & Brunch, Venues & Event Spaces","{'Monday': '8:0-15:0', 'Tuesday': '17:0-20:30', 'Wednesday': '17:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '8:0-15:0', 'Saturday': '17:0-20:30', 'Sunday': '8:0-16:0'}"
C4mWzmxdWDtYR0tFRVGOPA,The Legend Classic Irvington Cafe,5614 E Washington St,Indianapolis,IN,39.7709474,-86.0715593,4.5,234,"American (Traditional), American (New), Soup, Salad, Restaurants, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '16:30-21:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '10:0-15:0'}"
E48H5Zpw3ndlu7KLHGRyHg,Ruth's Chris Steak House,3633 Veterans Blvd,Metairie,LA,30.0043740016,-90.1632794738,4.0,149,"American (New), Wine Bars, Steakhouses, Seafood, Bars, Nightlife, Restaurants, American (Traditional)","{'Monday': '15:0-22:0', 'Tuesday': '16:30-21:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:0-22:0', 'Saturday': '15:0-22:0', 'Sunday': '15:0-21:0'}"
9dp3hVDlQ0VtjPW_7ISoXg,Chuck's Waterfront Grill,"113 Harbor Way, Ste 180",Santa Barbara,CA,34.4042863854,-119.6936833275,3.5,260,"Seafood, Restaurants, Steakhouses","{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:30'}"
8MzF1Tlgz0pOkxmhP5dYzA,El Cap Restaurant,3500 4th St N,St. Petersburg,FL,27.8041396,-82.6388547,3.5,414,"American (Traditional), Burgers, Restaurants","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
abzbYCaernXvdmYi1u9y-w,La Fondita de Leo,1600 US-19 N,Holiday,FL,28.181950081,-82.7395608,4.0,290,"Ethnic Food, Specialty Food, Restaurants, Food, Caribbean, Puerto Rican, Desserts, Steakhouses","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}"
rX_6d69bZvVK_NsuzQPZkA,Sushi Valley,10509 N Oracle Rd,Oro Valley,AZ,32.3971893063,-110.9605266848,4.0,203,"Sushi Bars, Restaurants, Food, Chinese","{'Monday': '16:0-20:30', 'Tuesday': '16:0-20:30', 'Wednesday': '16:0-20:30', 'Thursday': '16:0-20:30', 'Friday': '16:0-20:30', 'Saturday': '12:0-20:30', 'Sunday': '12:0-20:0'}"
Ul3hhOASszHUVxeN95XVNQ,The Melting Pot,"7395 N La Cholla Blvd, Ste 302",Tucson,AZ,32.3401300991,-111.0154687283,4.0,150,"Restaurants, Fondue","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '15:0-23:0', 'Sunday': '15:0-22:0'}"
kpK6SmxIiNoGPNhlEGiL4w,Trattoria Marcella,3600 Watson Rd,Saint Louis,MO,38.597361,-90.300388,4.5,383,"Italian, Local Flavor, Restaurants","{'Tuesday': '17:0-20:30', 'Wednesday': '17:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30'}"
q-m9__XyqMhuX5cValqS2w,Lulu Cafe,4508 Walnut St,Philadelphia,PA,39.9550208,-75.2121474,4.5,150,"Bubble Tea, Coffee & Tea, Shaved Ice, Taiwanese, Restaurants, Food","{'Monday': '0:0-0:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-18:0'}"
o3zL4kvolP3CCAMf9lGE6g,Casa Del Matador,"3690 E Monarch Sky Ln, Ste 142",Meridian,ID,43.6207671928,-116.3484402297,3.0,193,"Tex-Mex, Bars, Mexican, Restaurants, Nightlife, Cocktail Bars","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}"
yd6ZulvZinZJbmD7Vg3XAA,Tasso,342 E State St,Eagle,ID,43.6953966,-116.3507457,4.5,103,"Sandwiches, Restaurants, Delis, Salad, Event Planning & Services, Caterers","{'Tuesday': '11:0-16:0', 'Wednesday': '11:0-16:0', 'Thursday': '11:0-16:0', 'Friday': '11:0-16:0', 'Saturday': '11:0-16:0', 'Sunday': '11:0-16:0'}"
lO2ResGaRljPnvLhLlQSSg,Old Chicago Pizza & Taproom,"350 North Milwaukee, Ste 1107",Boise,ID,43.6075498512,-116.279019504,3.5,129,"Nightlife, Bars, Sports Bars, Pizza, American (Traditional), Restaurants","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-1:0'}"
OHzX-ZD9qyoeoxR8Z0dlIA,Khyber Pass Pub,56 S 2nd St,Philadelphia,PA,39.9486423,-75.1441173,4.0,845,"Restaurants, American (Traditional), Bars, Pubs, Nightlife, Gastropubs","{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}"
tUhPRgJ7mBx-1fGef7Nv3w,TJ's Italian Cafe,1515 Gulf Blvd,Indian Rocks Beach,FL,27.8984072785,-82.8479462971,3.5,166,"Italian, Restaurants, Seafood, Pizza","{'Monday': '15:0-22:0', 'Tuesday': '15:0-22:0', 'Wednesday': '15:0-22:0', 'Thursday': '15:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
GSdW5Yge8cl6AL7uV66Zxw,Crumbl Cookies - Fishers,"8395 E 116th St, Ste 137",Fishers,IN,39.9562780003,-86.0190140822,4.0,143,"Ice Cream & Frozen Yogurt, Desserts, Bakeries, Food","{'Monday': '0:0-0:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-0:0'}"
VeFfrEZ4iWaecrQg6Eq4cg,Cal Taco,"7320 Hollister Ave, Ste 1",Goleta,CA,34.4305419,-119.882367,4.0,189,"Burgers, Cafes, Restaurants, Mexican, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '8:0-20:30', 'Wednesday': '8:0-20:30', 'Thursday': '8:0-20:30', 'Friday': '8:0-20:30', 'Saturday': '8:0-20:30', 'Sunday': '8:0-20:30'}"
X_E7U2lVNEwbH_gpOBmAHQ,Cerveza Jack's,135 2nd Ave N,Nashville,TN,36.162799,-86.776016,4.0,182,"Nightlife, Restaurants, Bars, Mexican","{'Monday': '0:0-0:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-22:0'}"
oMhac-1d24apoRDQNxvKew,The Gas Lamp Restaurant and Bar,101 E Pueblo St,Reno,NV,39.511227,-119.8051,4.0,353,"Restaurants, Nightlife, American (New), Bars","{'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-20:0'}"
Icu-z8o386uHuj0bB345Cg,Old Hickory Steakhouse,2800 Opryland Dr,Nashville,TN,36.2113583764,-86.6942640821,4.0,225,"Restaurants, Food, Steakhouses","{'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-22:0'}"
EIpt1m3DETgch13QoeUyXQ,Red Lobster,550 N Milwaukee St,Boise,ID,43.609556,-116.284327,3.5,104,"American (Traditional), Restaurants, Seafood","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
TCWnTa69sJ3vGQsdEe3Esw,Uncle Roccos Famous NY Pizza,437 State St,Santa Barbara,CA,34.4165849,-119.6955333,2.5,317,"Pizza, Italian, Fast Food, Restaurants","{'Monday': '11:0-2:30', 'Tuesday': '11:0-2:30', 'Wednesday': '11:0-2:30', 'Thursday': '11:0-2:30', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-2:30'}"
CJCnOLSFgOuWjK5jeWqlJw,Le Peep,"5133 Harding Pike, Ste B6",Nashville,TN,36.103638,-86.868361,4.0,173,"Creperies, Breakfast & Brunch, American (Traditional), Restaurants","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}"
