用户ID,商家ID,评分,评论时间
6xl9EVLg1MTwq4gw21e4Nw,wl7rFbvRUstwyB2vRDW6IQ,4.0,2010-08-18 04:53:35
6yw_4m8IBhdPeAvQNbFMDw,PGd06nrseC2YAIqP6S9gUA,3.0,2018-11-25 01:07:43
70y7ExiEHrawld5lruwUVw,YzluF3FNGjnW-tOrLZt8JA,4.0,2016-09-26 01:41:35
73DZUFYAXuycbJ_eEAox1Q,sy9erwW0yTpjsTQ1eLtnUQ,3.0,2013-01-08 14:10:01
73DZUFYAXuycbJ_eEAox1Q,ww3YJXu5c18aGZXWmm00qg,5.0,2013-01-06 17:22:21
73MRrt4TT5PUWkNwoOvhWA,KHe6HAqmyioITwTvg9Bbcg,5.0,2016-01-18 22:08:21
73kIryVqqekf3-mlBd4ocQ,Z4qfMpj8jymG3_XjTBKN0A,2.0,2011-01-22 20:06:09
75RntWgoKzw9hOnAG61lUw,6h7C53qLfwM7v3zKRqG0yA,4.0,2013-05-19 22:31:56
76rU5U1DGxDsXu93y3i0Uw,Sf_hAk2T3_3-sgpF0gl2lw,5.0,2016-02-01 18:18:18
76rU5U1DGxDsXu93y3i0Uw,rMtVhAJN1GVoO23o686hcQ,5.0,2013-10-30 17:06:13
76vIFZcC7owykCBjMfGVXg,6RBZfirnzE4NahJTn1UPNA,3.0,2021-12-07 04:32:35
76vIFZcC7owykCBjMfGVXg,U3grYFIeu6RgAAQgdriHww,5.0,2021-11-12 05:04:11
76vIFZcC7owykCBjMfGVXg,sor6oj-nuslOcSx7di4urA,5.0,2021-11-11 05:11:07
77Qa_ftGGDtTY7Ui3BFpiA,Qw7tz-UkPrpXaVidWuab4Q,5.0,2020-01-28 19:36:05
7A04Fxlfr7bXsjGZDGJ0IA,rR30b1XWbxZFFgLyGbfNAw,5.0,2021-04-18 21:12:07
7A92EOqBTOfKL1gZpVB_sw,hkh5iyDeGLNhu-JUQFRE1Q,5.0,2021-11-21 02:36:30
7AW6gRG2UFaISkq-IX56lg,ytynqOUb3hjKeJfRj5Tshw,5.0,2011-08-02 18:38:27
7CaE5e_7THHMsJ4zFsDkhg,9xW7LsJpyhVZFRb6z9xorg,5.0,2020-11-25 16:44:32
7DUrZclovHlOwuJdMybnCQ,NFzfuIFghE-HnrodHpaT6A,4.0,2010-02-16 18:24:56
7EeBxspAPtgKGWCBKaPsIA,gwOiwfeHxBemcMV6u1dI_w,2.0,2012-01-05 07:49:39
7EyrrSCcXdgU8cgyKHaiFA,nlVLzktT0RfgSw-ZL4qPRA,1.0,2016-04-11 01:19:07
7FupRoituTA0xi9fznQkKw,49QeUC0W3mGJTxmg-bECTA,1.0,2015-01-02 17:13:57
7GS3Hf6gYRWJNICk0t_zuA,W_SQ6CfxAZFx6liHLPyajg,1.0,2014-06-15 04:21:34
7IGJBFup9tseum6orRJ-1g,-Uzw3Hvy1KBNxak9vWsYyQ,3.0,2014-04-13 21:57:07
7IGJBFup9tseum6orRJ-1g,-pyobEWdpZ6jUp42f3I2xw,2.0,2011-08-20 00:52:24
7IGJBFup9tseum6orRJ-1g,8-AIbFaP6GP9BwHZdclBog,3.0,2011-04-08 18:03:01
7IGJBFup9tseum6orRJ-1g,B6Lvq3sOYwhKxPzadDka9g,5.0,2013-04-09 19:39:20
7IGJBFup9tseum6orRJ-1g,CSnu-FS1eNNx6dGyOuSoNA,3.0,2012-08-05 16:04:14
7IGJBFup9tseum6orRJ-1g,DRMEopD9Td8OoDk-JWm1Rw,4.0,2013-11-16 02:34:17
7IGJBFup9tseum6orRJ-1g,J179GmDalU-NgZ7nhRwBYQ,1.0,2012-02-17 19:45:39
7IGJBFup9tseum6orRJ-1g,Mfvk9uEEhdCqj8S2u7dWgQ,3.0,2011-06-26 15:16:44
7IGJBFup9tseum6orRJ-1g,ObDQDZEAyFCw8Dy803_O6Q,2.0,2013-09-02 00:58:21
7IGJBFup9tseum6orRJ-1g,T-uphPk44OFt6sR8F-0uHA,2.0,2013-12-09 17:02:49
7IGJBFup9tseum6orRJ-1g,V3Gh4rItcAgvsAHnXPBxWg,2.0,2014-09-19 21:43:23
7IGJBFup9tseum6orRJ-1g,VnpokM7AD0zYXfyDNEDe6g,1.0,2010-12-22 15:24:22
7IGJBFup9tseum6orRJ-1g,Wr2k0Vz8RbcumYulp-jIrA,2.0,2013-02-02 00:50:28
7IGJBFup9tseum6orRJ-1g,Ylc02u7HhDj0mnxeGt0y5Q,1.0,2010-12-18 00:59:03
7IGJBFup9tseum6orRJ-1g,p6c70_FsgpmSPGTWdOOuxg,3.0,2012-12-10 03:17:56
7ISXEuIIQK31kTfidTmizQ,zC_2cSAkMKkSAykOk72LcA,4.0,2012-01-11 23:06:18
7IV3JXTXufasWNSkDEdrcQ,4fUrcm8sFSprCbHqa8pdog,4.0,2017-06-06 15:57:15
7IV3JXTXufasWNSkDEdrcQ,Y-phVflbb6RjFCDPEH_DoA,2.0,2017-11-17 15:09:00
7IV3JXTXufasWNSkDEdrcQ,tf6S06LD09IFDHUpOPqPaw,5.0,2018-01-04 18:49:26
7IV3JXTXufasWNSkDEdrcQ,xlMQBBt9wrtahdqiRDcVSg,4.0,2017-06-08 14:41:45
7IiqZbckugoEK1x8E-l5jQ,l_slvEnh4v3W8BXF1gYlcQ,4.0,2021-03-22 05:35:19
7IqbpBg0CJuHB-WKb9fu0g,sPy8XUOJ0ax5Zh2yEsl4cA,4.0,2017-02-03 03:48:14
7JWraNnAa0yUtac3SmjvYw,KHe6HAqmyioITwTvg9Bbcg,5.0,2016-01-15 22:00:14
7JhpYlphHU46gxWBhzeo_A,lWedWkinrM5j13pyimbpbA,3.0,2016-12-06 18:54:14
7Kso9wv3ipyWVMcGDGwEyg,KHe6HAqmyioITwTvg9Bbcg,4.0,2010-02-22 15:05:31
7MZPab6F0nProEJbDwdR3w,mcr1lAEdvGLMJhuPwI3I2A,1.0,2018-12-31 07:42:46
7MzCB87Irf_hwfvZmDufsQ,-FM4CxOg4XXmX_Ebky_SiQ,4.0,2018-06-15 04:25:05
7NV6kcM2Mq5qY1drWD7LIg,0R2yKDNMUztQwgo8pG4z-Q,5.0,2011-05-21 03:37:11
7NV6kcM2Mq5qY1drWD7LIg,Y2Pfil51rNvTd_lFHwzb_g,4.0,2015-01-08 01:06:09
7Oe6ikklTjVBbEFw9emLcA,6dDC5PSmPEoJYuM8r8dN_A,4.0,2017-12-20 12:52:11
7OhUDTt1udbQwhJj0aD_FQ,9uRj85PviKNiMCYPwiJyIw,5.0,2020-02-16 00:28:37
7PAZfef0WttxWZpjtsjzMw,Qw5K3z-ZNHorToMHoCqZQQ,4.0,2016-06-20 12:44:58
7QWZWPt9HnwOBBtz1zuqDw,L1sWL793cmy_AFcMRzB4GQ,1.0,2015-07-06 17:27:22
7R1t5Hw5yKPpeYdIpPUtfg,k_AcP_k0CqjstNNe5QrJSg,5.0,2019-10-25 17:42:02
7RlmJFtraL6HqNMlHvnmsA,KY5ndIM2KL0ViL5s6pnNYg,2.0,2019-10-10 14:26:15
7RlmJFtraL6HqNMlHvnmsA,Q_XR65cLnHn7sz7aez5L-Q,5.0,2016-09-06 16:25:31
7RlmJFtraL6HqNMlHvnmsA,U_hgCCf3CZs1no_BYXU8zg,5.0,2021-01-13 20:07:27
7RlmJFtraL6HqNMlHvnmsA,hOVphvLElFBXKDArFRgUvQ,2.0,2018-08-07 18:18:02
7Swyec_XWQUSuPWDdfMiug,dBCNUSbz5-8nQNrxWo5deg,5.0,2010-01-18 14:45:30
7TBcjUjjnthRZrxOgSrtLg,Rl1NN7QH08h5h0XO00lPFA,1.0,2017-04-30 08:56:25
7UKX16IlVZ5vXCO0rfxbsQ,nlVLzktT0RfgSw-ZL4qPRA,3.0,2014-07-05 13:24:34
7XQmsxxSQfZwflNVrLV9UA,_Q3XmBesceFqn9Dk-w6tlA,5.0,2018-11-20 12:56:27
7XXKi6pgXeX1uJZcGjKNRQ,ZwCvURKz4l5OBp5trIR02A,5.0,2015-08-30 03:11:47
7Z3QZnc9CFRH_bPRGN-Oiw,9cybDNxJ7cyNVkmwm-ktcg,2.0,2011-12-13 04:01:54
7Z3QZnc9CFRH_bPRGN-Oiw,ObZu0-S1VAqAuCbAF5AFvw,5.0,2018-03-28 06:16:32
7Z3QZnc9CFRH_bPRGN-Oiw,aIVk0IEUj7rPaAMeAmBSGg,2.0,2017-09-06 13:16:42
7Z3QZnc9CFRH_bPRGN-Oiw,l5cKnwfmnaG4QRZl7ZyNuA,4.0,2011-08-30 02:01:49
7ZAIFmz5fBaCvCGXrJZBkg,g0cUlBQ2pGRxWtL6qwyeIg,4.0,2018-08-14 10:50:59
7ZAIFmz5fBaCvCGXrJZBkg,ztnYPn2w0R4lEJL266apzg,5.0,2018-01-27 23:35:52
7ZQ_ttWRp-3_EfpwPAqSww,tlmxMUrk9xRvYzH0xo1Olg,4.0,2021-12-11 23:53:58
7ZauzmeTHuR-8FqnmJbOtA,55gCXlWDDCdttR3yRss1xw,5.0,2016-12-28 16:25:34
7ZauzmeTHuR-8FqnmJbOtA,aNNCjIDnTxn3YXRa4SnzYA,4.0,2016-01-14 12:26:58
7ZauzmeTHuR-8FqnmJbOtA,j-qtdD55OLfSqfsWuQTDJg,4.0,2014-02-28 19:18:53
7ZauzmeTHuR-8FqnmJbOtA,j7LZM6rf4Bf33exo6XXKGA,2.0,2018-09-09 12:24:40
7ZauzmeTHuR-8FqnmJbOtA,rWjFmr0hhi2w8IwMu162-Q,5.0,2013-12-28 16:13:23
7ZauzmeTHuR-8FqnmJbOtA,r_oscENLKdrF2KNyWP4oow,2.0,2017-01-20 04:02:13
7ZauzmeTHuR-8FqnmJbOtA,zp9OcdUq2CWtQuI9FFBOQQ,5.0,2014-12-07 21:08:36
7_cyx6mQQIeOqa0MORcgZQ,L6LiIjKsMcxguEGnr5ilqQ,2.0,2014-12-24 17:26:07
7_zsgbji6dRTota2oHa7AA,ZKKaP4Lx-dexf4T1aCsBKw,5.0,2021-04-09 14:13:48
7aTUpTOyJ7glAN-zrtiY7w,LQZdcwfqneUIrZTy1VvWfg,5.0,2020-10-11 23:48:39
7aUF31hoPn-u5kMVJ7BonQ,LHSTtnW3YHCeUkRDGyJOyw,5.0,2015-05-31 16:23:02
7an-zIbFKvGxjpeNN9H9ow,GBTPC53ZrG1ZBY3DT8Mbcw,4.0,2015-04-09 18:24:06
7an-zIbFKvGxjpeNN9H9ow,tthy48ZIX_wfY8Dy0Dvg6w,5.0,2013-02-20 00:47:23
7eYcx398TH6wRmoXIs_A4A,J8S7cPPlTgsQnXKVfTyN8g,2.0,2014-09-09 19:34:44
7fDqaGdUMccXQ4bnPwR6yg,FpwmIq3Gpo6hGIrOOv8lTw,1.0,2015-12-02 17:09:34
7iFUtwc9hhgGCThohNFwtw,WB-eQAgw88fbr15eY761CA,2.0,2013-09-01 03:26:10
7igTVTgqI3WiqZp8hrgaMA,wuH4TPUo8oJo4E59xZKsNg,5.0,2017-01-20 18:01:59
7iiyW82qCBMXS9Oa0GrxBQ,xZileQFJ7h-0QKjtGc9xgg,4.0,2017-05-09 10:11:43
7ite986xNsA8fljUjfewyg,KHe6HAqmyioITwTvg9Bbcg,5.0,2021-04-06 00:03:09
7j7qRFmV3wLX85U37RW_0w,f3eve2cxUIzyanWnHdMtFQ,4.0,2018-09-25 18:34:02
7j7qRFmV3wLX85U37RW_0w,r926yelr_EJAKQCjdD6AWA,4.0,2016-03-22 19:08:55
7jCURQuKWnO3R-_dONQGCg,9kv9JpLhzkN3UeWZDrsmEA,1.0,2015-06-03 18:04:05
7jsU7dynGSzotWQKl_a0LA,dGUyXgFW1WSYMgRypKaYew,4.0,2014-08-09 00:56:17
7ktyPHE-NGnWxarOqjIQiQ,t4kx25BuJ1MOvX3JrETzCg,5.0,2013-11-10 04:39:07
7lTCFIslGM0MXlMvd2Mu9w,854d-ziK_hQFmbNdvF3ZsA,5.0,2016-06-17 18:12:11
7lhvuvBA__BKtWSrNfbpBA,-cEFKAznWmI0cledNOIQ7w,5.0,2014-12-28 00:26:36
7mL9cvICl8fuCQTM89a-SA,znx1v_c2IPKOXlYAbqFYvg,5.0,2010-03-01 14:12:38
7nCxSDrHS8MiulzAaYT5gg,cbr2Db20L6P50CsxsX6c2A,5.0,2016-12-24 02:02:23
7n_Z6Du3NrZB1GhxpQDW7Q,Bs0JwJEUdfhL-FtLjuu3vA,4.0,2015-02-27 01:44:42
7n_Z6Du3NrZB1GhxpQDW7Q,NBjZWsD9C-JwjsQ2mQlmNg,5.0,2017-02-08 02:06:15
7n_Z6Du3NrZB1GhxpQDW7Q,gLhl-yhJ8v15Bt8edl4T3g,4.0,2016-07-24 02:24:06
7n_Z6Du3NrZB1GhxpQDW7Q,nDpgdmULZKgRgOypj-jWuA,5.0,2014-07-12 02:55:00
7n_Z6Du3NrZB1GhxpQDW7Q,sankqYOVWpYX_T5kGZRRKQ,5.0,2017-05-06 22:33:33
7nq09jiKpW9xw9J9iKUbpg,0oSSjekU-3GR8gselReWnA,5.0,2017-02-18 22:00:38
7qIexXeKPcBqOz2efAYuEA,_EqGhRXzlUaTpu5eToC8MA,5.0,2010-09-09 19:01:09
7qUqAQ-6UeomfddXPa7How,vZG0BDPGDJxMGiXcGoVU6w,1.0,2020-12-28 07:39:54
7qhFY9Sb2MWXhFX8RECKGg,XBlwldJfMJPzgEatHKFx8w,1.0,2015-05-05 17:28:47
7soXrwyv77LnqKhr9nV-Iw,J8S7cPPlTgsQnXKVfTyN8g,1.0,2014-09-12 13:55:28
7t9Jadm-u0NdR_SuurLJ9Q,SJPnC_1BEXUxvU2Xvn9rug,2.0,2017-04-08 04:31:27
7tIaG0p7viFi0QNIgkqCyg,cOXc8c85Ms6dMEAJazLXHQ,1.0,2013-03-19 21:19:13
7uHfPgiMyD7FDDES8_HLlQ,pmuErkYawbYttiGdmuzxTQ,5.0,2009-03-05 15:57:45
7v1tOdllZM1vsjGIt8SbHg,00ZHPWYGtJTY8zqfTfP_2Q,1.0,2014-05-28 21:12:45
7vw3vTKYGQDNYLIWrDxZUA,dGUyXgFW1WSYMgRypKaYew,3.0,2013-03-21 13:22:17
7xo7tlew977EDs7MM0loMA,J8S7cPPlTgsQnXKVfTyN8g,1.0,2010-05-30 23:34:23
7zkTZXYZqI5UCVSVrIaZ5Q,T0GS1FEYQBy2xlxWGWamBw,4.0,2017-03-10 15:02:44
7zkTZXYZqI5UCVSVrIaZ5Q,mNXfzN6L3GPJdUJXbSsmfw,5.0,2017-06-19 22:33:11
7zkTZXYZqI5UCVSVrIaZ5Q,wkIc7MTnnGkqZC5aJyKimA,4.0,2020-02-25 19:58:48
8-T33ahwX9JjEyPzyv7xiQ,sy7ADvpBA7SfHwbY-Y_5gw,5.0,2018-06-05 03:58:52
8-USJV6gNEmTC3Li4dEw6Q,JbACN82QLDl_D00A5cmLlQ,1.0,2013-09-13 01:40:14
8-i75x_p9RqErZ5LJgny2g,zmlmjmcJL29v_gl348Dnhg,2.0,2017-08-19 20:24:07
806piRS5Ueod_7oNHQDW-Q,6JFMbFYVbl8ufz74NSDgOA,5.0,2009-08-18 19:09:59
806piRS5Ueod_7oNHQDW-Q,HW5LkI9qeqVDwHqhd00_8A,3.0,2010-01-19 15:31:26
806piRS5Ueod_7oNHQDW-Q,Q-prSTdggNlxAEFV88BZOw,5.0,2013-01-18 16:14:13
806piRS5Ueod_7oNHQDW-Q,RnhLCG4N9MPy6ZRzq787Cg,4.0,2010-04-12 18:48:25
806piRS5Ueod_7oNHQDW-Q,fOhnSqmO4XY5vSI8whVKSA,3.0,2009-10-05 18:58:26
806piRS5Ueod_7oNHQDW-Q,sy7ADvpBA7SfHwbY-Y_5gw,4.0,2010-01-11 21:45:31
806piRS5Ueod_7oNHQDW-Q,vpNJJNVgVmf2u1lfdFh81w,5.0,2009-08-13 15:12:48
80MwQEQ7TDXRQNY1xvm2nw,3Ym00dQ_oqZ0zunGMLhX3Q,1.0,2013-09-11 18:07:30
80MwQEQ7TDXRQNY1xvm2nw,C6KP0hSutumHzLDCFyjvJQ,1.0,2014-07-06 04:33:21
81M9MYz6Z_IiEPshrkhGrQ,PlaECqs3oPBRo47p85zkzw,4.0,2018-12-19 18:01:07
81M9MYz6Z_IiEPshrkhGrQ,SGPYov8J5Yl-UTo8Yogl1w,3.0,2017-09-07 21:56:32
81M9MYz6Z_IiEPshrkhGrQ,sB45WFgysT617bKWP_WJwA,4.0,2019-05-13 18:57:46
81f0mlg4mZrzVIkNKKEYtQ,D00oq_GL2RzcSiHh2QLP3A,1.0,2012-10-12 15:28:04
82UbpDEPMGJ9Sod8a1U-cg,MM_v-KIUJiXLCxnkIqPKWA,4.0,2011-12-19 21:46:41
83Yma9AkPprHOGc8OgQ9uA,zSDqW5cZq9Bg7O9vMpJ6Tg,4.0,2012-06-16 02:23:25
84HvpQDxcHWmbMDfs8IEYw,kn0-Tc4JFnpnlCyqG-3X9A,3.0,2009-08-30 10:51:36
84lcVCz48xx5Jpfi4rB2Zg,617w8MQE3z1szmLvs0WfCw,5.0,2018-07-04 07:27:42
84t6jpyclA55TMfMV0X0kA,23qa5SsahSsVhqAVmX6aow,5.0,2017-09-25 14:01:50
84t6jpyclA55TMfMV0X0kA,6Ty-KKWq6hLZYW8DWEHYvg,4.0,2016-03-08 17:56:30
84t6jpyclA55TMfMV0X0kA,ChlcxTEoWBQJXJ2Xb2vm5g,3.0,2016-03-09 18:23:23
84t6jpyclA55TMfMV0X0kA,Mwc3n5Psw9wRaQ22vZWDYQ,5.0,2017-06-08 14:14:19
84t6jpyclA55TMfMV0X0kA,OMpHvwN3cxkbldKbKskc5g,5.0,2017-11-28 18:40:45
84t6jpyclA55TMfMV0X0kA,t6g6Lj8WzjIXXucCl9jdTQ,5.0,2017-12-05 15:06:34
84t6jpyclA55TMfMV0X0kA,yuIhKvOjgDbYCkgw-j55sA,3.0,2019-04-22 13:09:59
85MGG8JzI85ilc12PDDhyA,e8rmWzn0xD34dslXQ3pj5w,1.0,2019-08-26 00:43:23
85rGU0L7rS1AoSdtxQIKag,FTFaEinJgzqY0ZHQMUSpQQ,5.0,2015-11-23 03:03:35
85yyAqkW8xvwKuDHNODI-w,SVSafDWg9r2Q5XEVOLPSSA,1.0,2018-05-21 21:42:13
864nL0po2ldN8TPgbSiwOQ,VVH6k9-ycttH3TV_lk5WfQ,4.0,2015-08-22 23:20:15
8690gLMZkjXU3xzV-DObTA,zxuVnNVAUm16Sro0dS_lmg,4.0,2016-08-28 17:30:15
89aoy6WORObOOdU5yPQxoQ,uJZgom8HpK74xz8IojpT0A,3.0,2014-11-03 16:34:26
8Akq8sh1LSmJbqa6Jjxxqg,ZgsAlMs5S-TsViLcy9CVhQ,5.0,2010-09-29 03:51:06
8Akq8sh1LSmJbqa6Jjxxqg,Zx05t1cRAipPrpQOtzd9RQ,5.0,2010-06-24 03:19:36
8B-aHZo5c5_Hje1FQm2vPQ,fgTOJRkc703E4XRdcr5zRA,5.0,2014-08-28 22:59:05
8CSd-C5PgFTVv2SZtrujPw,Bda92vtAuK-FcXAw_D0Pxw,4.0,2016-11-12 01:49:54
8DSmRfg6P1KzyH41u1LHUQ,ZRSVqYaoo3VMvthb2QEJmw,5.0,2010-01-31 01:39:55
8Daz-3479FRw0wFUAr71pA,GmaZOaUG47DRbfzKAGKwcA,4.0,2020-05-03 13:46:15
8DhezGja4jrOAIn-ueQUcw,uJZgom8HpK74xz8IojpT0A,1.0,2015-07-30 01:51:52
8EEMp5zd4GAV_tmwE0QxJA,9FiiDY8Nrmdn81jHHvJSlA,4.0,2015-10-09 10:58:26
8EIZ1e5drpdN1agO1t5EmA,HqIDCsKbkVLSQPzXp6eSew,3.0,2016-09-25 07:20:47
8EMU7d4pCkdqUnvlIW40CA,4UDm69SbXGjjlbVVy3GNcQ,3.0,2021-05-12 14:23:45
8EMU7d4pCkdqUnvlIW40CA,4rG4tJF2EC2CfYvBu_uqpQ,4.0,2020-02-17 16:35:21
8EMU7d4pCkdqUnvlIW40CA,90aL9Gyqo2fv8wcy7bTvDQ,5.0,2019-01-21 16:27:37
8EMU7d4pCkdqUnvlIW40CA,AAvoBxeUwDnD5ThE9Cz6Fg,4.0,2020-01-06 23:37:26
8EMU7d4pCkdqUnvlIW40CA,AvzL0RmCg5YrLKlBit664A,5.0,2016-11-30 23:24:09
8EMU7d4pCkdqUnvlIW40CA,EaXVdMGDs3_SPt5A4mQ5fg,5.0,2019-03-25 20:31:16
8EMU7d4pCkdqUnvlIW40CA,Iyopb5uFIBT_HOgp8ipSfw,5.0,2018-03-19 16:56:07
8EMU7d4pCkdqUnvlIW40CA,JrDLf5e-awIC0suNlK39Zw,5.0,2020-01-15 00:52:34
8EMU7d4pCkdqUnvlIW40CA,K0Mb7ebSa4DRUpEmfDZVuw,5.0,2018-05-03 15:44:55
8EMU7d4pCkdqUnvlIW40CA,K0lttiVfWWP1u5JmsVp4cA,4.0,2017-03-09 17:06:39
8EMU7d4pCkdqUnvlIW40CA,KTGEa8V9ec0QBYM_uk1YLQ,5.0,2018-05-05 16:19:40
8EMU7d4pCkdqUnvlIW40CA,N_6lpdW1jhAx1EVcHJPK5g,5.0,2020-02-25 21:05:29
8EMU7d4pCkdqUnvlIW40CA,OoFCe8VbzzCr88SGC08omw,4.0,2019-02-23 16:02:07
8EMU7d4pCkdqUnvlIW40CA,Oz7c0QA1C18Cb6tTdoehwQ,5.0,2020-01-17 01:11:31
8EMU7d4pCkdqUnvlIW40CA,RRIJlZUVvz2CkMrDn2UziQ,4.0,2018-07-30 18:18:44
8EMU7d4pCkdqUnvlIW40CA,SHYPQbYqbfK4CwTDjtBH7Q,5.0,2019-01-04 15:27:21
8EMU7d4pCkdqUnvlIW40CA,aca4m9TSqTxQsEQ2H0KSwA,4.0,2019-08-16 20:59:34
8EMU7d4pCkdqUnvlIW40CA,auwFZzfhe2pvFw43OfsAfw,4.0,2020-02-06 18:36:10
8EMU7d4pCkdqUnvlIW40CA,bdteJqgoj0OaALhj9RFtmw,3.0,2018-08-16 16:21:02
8EMU7d4pCkdqUnvlIW40CA,eLAd1Jw-g1NKymBx1XPDoA,4.0,2020-08-25 02:36:11
8EMU7d4pCkdqUnvlIW40CA,gEX_kEhYgvLKGJtlY45BmQ,5.0,2019-01-02 16:05:16
8EMU7d4pCkdqUnvlIW40CA,h82_S_QDq8V1htf30pZq2w,4.0,2018-08-06 16:04:28
8EMU7d4pCkdqUnvlIW40CA,hvr1FhvVqDKkDCoS0GKvyQ,4.0,2019-01-17 16:51:11
8EMU7d4pCkdqUnvlIW40CA,jOgXXZdODiH-drcJYZkDnA,5.0,2020-02-04 22:43:50
8EMU7d4pCkdqUnvlIW40CA,k6xc8FiZp2hppWcQJzNVpQ,3.0,2020-03-18 17:48:02
8EMU7d4pCkdqUnvlIW40CA,uJZgom8HpK74xz8IojpT0A,5.0,2019-08-25 20:42:14
8EMU7d4pCkdqUnvlIW40CA,vUrTGX_7HxqeoQ_6QCVz6g,4.0,2019-02-25 19:29:13
8EMU7d4pCkdqUnvlIW40CA,waWvlZPOgPkfSTsnCju4aA,4.0,2019-02-27 18:08:58
8EMU7d4pCkdqUnvlIW40CA,xppn6ViiUkZT_K_OswcB7g,5.0,2018-09-25 21:02:32
8EMU7d4pCkdqUnvlIW40CA,y1HgVnt4K5owmYXC5yXLGg,3.0,2018-09-06 15:48:30
8EMU7d4pCkdqUnvlIW40CA,yMeC2ltA33lJ-nBIQP4sJQ,4.0,2019-02-04 19:26:53
8EU6Sj6vrh--AS7kUAjVNw,g1y0pKT3L80JNjvobavoeg,5.0,2021-04-18 14:26:05
8FilOF3rJfF3MktgqpsvMA,HDGTOksawKXEPeoCUrH96g,5.0,2019-10-13 21:49:38
8FilOF3rJfF3MktgqpsvMA,NVeyGc17JTCxbfyvPMa1Hg,5.0,2019-02-10 02:52:03
8FilOF3rJfF3MktgqpsvMA,P4FbQGEWTp73MXjG1N-e_g,5.0,2020-08-31 14:30:29
8FilOF3rJfF3MktgqpsvMA,QkOLTKmHsr2sDWlKxNuvCw,5.0,2016-10-22 01:34:57
8FilOF3rJfF3MktgqpsvMA,vUrTGX_7HxqeoQ_6QCVz6g,5.0,2019-01-10 02:16:22
8FilOF3rJfF3MktgqpsvMA,y1Z9tymuBGVDZnYZoLk-2Q,1.0,2013-07-25 19:55:13
8GY8byecEEz4U1QfAfsV5Q,3zI7Ka2_ZsKh4UwbSFnXdw,5.0,2016-12-04 19:53:26
8HSqfkfOT-eT9U8xDWxsZw,0M1l6p96IffjQi9EZsdVhw,3.0,2018-07-15 16:52:13
8HSqfkfOT-eT9U8xDWxsZw,x8JcV7sAyDN5k9qbnlfGdA,4.0,2021-07-10 15:45:04
8HTLLRW71WTdZdwDZhDMSQ,AlnAoqsqChTn1Eg3dzLmMw,5.0,2017-06-10 23:58:58
8HTLLRW71WTdZdwDZhDMSQ,SNxUXrSr-XkEkSQIdjmjhA,4.0,2016-09-30 20:59:33
8HwPq5UkE-TX9jr8Di92eQ,ICi5Kv1jbgypI-XdrY_87A,4.0,2016-01-04 00:44:15
8InzGRRwbY-NJ0sPgBOZGw,6FvC6w810uf6O7Ocd6Wpog,5.0,2021-05-23 15:32:56
8IsUKXmHKn8exCpsWmnqZA,Z4qfMpj8jymG3_XjTBKN0A,3.0,2012-03-14 01:34:26
8JaJl5ZRMT4o2q10DVIZGg,now2TRoUla_5u_tmH4HGig,4.0,2013-12-06 22:24:18
8MkZ6bpdP7x8Vlm_uEWDqw,yjcIKn2T2QY_DjXWACsAFw,5.0,2014-10-07 20:42:30
8MrHNUT0QBpD5vHxn1rD2w,0oSSjekU-3GR8gselReWnA,4.0,2017-07-23 20:11:30
8MrHNUT0QBpD5vHxn1rD2w,9_B5sCqKBOKDAmYpByiFFg,4.0,2014-10-01 23:38:26
8MrHNUT0QBpD5vHxn1rD2w,Xat8Yhqly9GdM7kYcfQJyA,4.0,2016-07-25 03:59:02
8MrHNUT0QBpD5vHxn1rD2w,bugqlf02nwjIY1F8lozzKQ,4.0,2017-10-02 01:44:58
8MrHNUT0QBpD5vHxn1rD2w,un0xxX785wfQfprryh0TjQ,5.0,2015-03-11 04:19:49
8MrHNUT0QBpD5vHxn1rD2w,ytynqOUb3hjKeJfRj5Tshw,5.0,2011-12-11 21:04:48
8Nd-oRuDp_4U5vwd715iCg,eqie9blpl8t2vBGQc7D4ig,1.0,2014-10-29 02:53:16
8Nd-oRuDp_4U5vwd715iCg,q_PFmdGcKx2H7z2ze8H26w,5.0,2017-05-17 03:03:10
8OU4OBV7w65MzrZd4G8eFg,b05wsdAVzpZlf7Tg_Ewpww,1.0,2014-01-14 07:51:06
8PmYg12cee5WiVvVwxOXCQ,16tjKOvMw_nOgNViq2LwOQ,5.0,2016-02-08 14:07:50
8PmYg12cee5WiVvVwxOXCQ,UGefDZNmnBztS0eoXWtHyQ,5.0,2014-12-27 02:55:23
8Q7IkpjSdGrU0y1rw3e6LQ,KHe6HAqmyioITwTvg9Bbcg,5.0,2016-12-08 00:11:47
8QHSx03tqV73kXysDnwhbQ,1Hd-0f0gWvI7y9CI_3kFVg,5.0,2020-01-22 01:26:02
8QHSx03tqV73kXysDnwhbQ,SKLMTASxfCDGovlQEaYSnw,4.0,2021-04-13 03:30:30
8QHSx03tqV73kXysDnwhbQ,kf8HXRAZxtC7xVR0Tg-rhA,5.0,2021-04-13 03:11:55
8QUU7dAKtFxnp9JopweEoA,uO39--k_hrCFgZh-Bl8m8A,4.0,2016-02-18 18:09:15
8T0t--4-LqvZRJc1ABGk_w,4_-EWwIZ0oCtjCzTEGMNAQ,2.0,2016-06-12 22:21:37
